id,user_id,program_id,gender_identity,created_at,updated_at,kaizen_client_type,sex,residing_in_philippines,lifting_experience,group_gender_preference,current_goal,follow_up_level,has_accountability_buddies,temporary_team_name,accountability_buddies,country,province,city,state,go_solo,retain_previous_coach,previous_coach_name
236,1275,4,Male,2024-04-13 0:00:00,2024-04-13 0:00:00,returning_other,Male,1,intermediate,same_gender,get_bigger,level_2,1,Flexibility First,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Dumaguete,Dumaguete City,NULL,1,1,Coach Pedro Reyes
237,1259,4,Male,2024-09-23 0:00:00,2024-09-23 0:00:00,returning_s7,Male,0,intermediate,same_gender,lean_down,level_2,0,NULL,NULL,Romania,NULL,Bucharest,Bucharest,0,0,NULL
238,561,4,Male,2023-05-01 0:00:00,2023-05-01 0:00:00,returning_other,Female,0,beginner,no_preference,get_bigger,level_3,1,Dynamic Duo,"[""buddy1@email.com"",""buddy2@email.com""]",Czech Republic,NULL,Prague,Prague,1,0,NULL
239,1415,4,LGBTQ+,2023-01-25 0:00:00,2023-01-25 0:00:00,returning_other,Female,1,beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Philippines,Leyte,Ormoc City,NULL,1,0,NULL
240,1206,4,Male,2024-07-13 0:00:00,2024-07-13 0:00:00,first_time,Male,1,beginner,same_gender,get_bigger,level_1,0,NULL,NULL,Philippines,Metro Manila,Caloocan,NULL,0,1,Coach David Thompson
241,1416,4,LGBTQ+,2023-01-09 0:00:00,2023-01-09 0:00:00,returning_s7,Male,1,complete_beginner,no_preference,not_sure,level_3,1,Power Pack,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Naga,Naga City,NULL,0,0,NULL
242,1414,4,Female,2024-08-14 0:00:00,2024-08-14 0:00:00,returning_other,Male,0,complete_beginner,same_gender,lean_down,level_3,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",Indonesia,NULL,Jakarta,Jakarta,1,0,NULL
243,1279,4,Male,2024-05-02 0:00:00,2024-05-02 0:00:00,returning_s7,Female,1,complete_beginner,same_gender,get_bigger,level_1,0,NULL,NULL,Philippines,Butuan,Butuan City,NULL,0,0,NULL
244,1420,4,Female,2023-12-29 0:00:00,2023-12-29 0:00:00,returning_other,Female,1,advanced,same_gender,lean_down,level_2,1,Endurance Elite,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Antipolo,Antipolo City,NULL,0,0,NULL
245,1337,4,Female,2024-10-17 0:00:00,2024-10-17 0:00:00,first_time,Female,1,intermediate,same_gender,not_sure,level_1,1,Recovery Rangers,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Leyte,Tacloban City,NULL,1,1,Coach Carlos Silva
246,1422,4,LGBTQ+,2023-11-08 0:00:00,2023-11-08 0:00:00,first_time,Female,0,advanced,no_preference,lean_down,level_3,0,NULL,NULL,Norway,NULL,Bergen,Vestland,0,0,NULL
247,1417,4,Male,2023-07-03 0:00:00,2023-07-03 0:00:00,returning_s7,Female,0,intermediate,no_preference,get_bigger,level_1,0,NULL,NULL,Colombia,NULL,Bogotá,Bogotá,1,1,Coach Lim Wei Ming
248,1362,4,LGBTQ+,2023-04-07 0:00:00,2023-04-07 0:00:00,returning_s7,Female,0,advanced,same_gender,get_bigger,level_2,1,Agility Aces,"[""buddy1@email.com"",""buddy2@email.com""]",Venezuela,NULL,Caracas,Caracas,1,1,Coach Alex Johnson
249,1427,4,Male,2023-12-29 0:00:00,2023-12-29 0:00:00,returning_other,Female,1,complete_beginner,no_preference,get_bigger,level_1,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Metro Manila,Manila,NULL,0,0,NULL
250,1423,4,Female,2024-05-30 0:00:00,2024-05-30 0:00:00,returning_s7,Female,1,advanced,no_preference,lean_down,level_3,0,NULL,NULL,Philippines,Lucena,Lucena City,NULL,0,0,NULL
251,1101,4,Female,2023-12-31 0:00:00,2023-12-31 0:00:00,first_time,Male,0,intermediate,same_gender,get_bigger,level_3,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",Switzerland,NULL,Geneva,Geneva,1,1,Coach Juan Dela Cruz
252,1429,4,Male,2023-12-14 0:00:00,2023-12-14 0:00:00,first_time,Female,1,advanced,same_gender,get_bigger,level_2,0,NULL,NULL,Philippines,Davao del Sur,Digos City,NULL,1,1,Coach Amanda Lee
253,887,4,Male,2023-12-07 0:00:00,2023-12-07 0:00:00,first_time,Female,1,beginner,no_preference,not_sure,level_2,0,NULL,NULL,Philippines,Masbate,Masbate City,NULL,0,1,Coach Chris Martinez
254,1149,4,LGBTQ+,2024-02-07 0:00:00,2024-02-07 0:00:00,first_time,Male,1,advanced,no_preference,get_bigger,level_1,1,Cardio Kings,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Sorsogon,Sorsogon City,NULL,0,1,Coach James Garcia
255,1393,4,Male,2024-02-12 0:00:00,2024-02-12 0:00:00,returning_s7,Male,1,intermediate,no_preference,not_sure,level_3,0,NULL,NULL,Philippines,Batangas,Batangas City,NULL,1,0,NULL
256,1374,4,Male,2023-08-18 0:00:00,2023-08-18 0:00:00,first_time,Male,0,intermediate,same_gender,not_sure,level_1,0,NULL,NULL,Mexico,NULL,Mexico City,Mexico City,0,0,NULL
257,1238,4,LGBTQ+,2023-03-02 0:00:00,2023-03-02 0:00:00,returning_s7,Female,1,complete_beginner,no_preference,not_sure,level_3,0,NULL,NULL,Philippines,Metro Manila,Parañaque,NULL,1,0,NULL
258,1431,4,LGBTQ+,2023-02-11 0:00:00,2023-02-11 0:00:00,returning_s7,Female,1,beginner,no_preference,not_sure,level_3,1,Recovery Rangers,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Batangas,Tanauan City,NULL,1,1,Coach Rachel Green
259,1339,4,Male,2024-12-02 0:00:00,2024-12-02 0:00:00,returning_s7,Male,1,advanced,no_preference,lean_down,level_3,1,Balance Builders,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Palawan,Puerto Princesa City,NULL,0,0,NULL
260,1411,4,LGBTQ+,2024-11-06 0:00:00,2024-11-06 0:00:00,first_time,Male,1,advanced,no_preference,get_bigger,level_2,1,Strength Syndicate,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,General Santos,General Santos City,NULL,0,1,Coach Pedro Reyes
261,1394,4,Female,2023-12-02 0:00:00,2023-12-02 0:00:00,returning_s7,Male,1,advanced,no_preference,lean_down,level_3,1,Strength Syndicate,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,General Santos,General Santos City,NULL,0,0,NULL
262,1432,4,LGBTQ+,2024-10-20 0:00:00,2024-10-20 0:00:00,first_time,Female,0,beginner,same_gender,get_bigger,level_1,1,Endurance Elite,"[""buddy1@email.com"",""buddy2@email.com""]",Czech Republic,NULL,Brno,South Moravian,1,1,Coach Emily Davis
263,1428,4,LGBTQ+,2024-09-10 0:00:00,2024-09-10 0:00:00,first_time,Male,0,beginner,same_gender,lean_down,level_3,0,NULL,NULL,Norway,NULL,Oslo,Oslo,1,0,NULL
264,1435,4,Male,2023-09-20 0:00:00,2023-09-20 0:00:00,returning_s7,Female,0,complete_beginner,same_gender,not_sure,level_3,1,Elite Force,"[""buddy1@email.com"",""buddy2@email.com""]",Estonia,NULL,Tartu,Tartu,1,0,NULL
265,1434,4,Female,2024-04-07 0:00:00,2024-04-07 0:00:00,first_time,Male,1,complete_beginner,no_preference,get_bigger,level_3,1,Recovery Rangers,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Batangas,Batangas City,NULL,1,1,Coach Lisa Rodriguez
266,1430,4,Male,2024-05-15 0:00:00,2024-05-15 0:00:00,returning_s7,Female,0,intermediate,same_gender,get_bigger,level_1,0,NULL,NULL,United States,NULL,New York City,New York,1,1,Coach Lisa Rodriguez
267,1436,4,Female,2024-12-23 0:00:00,2024-12-23 0:00:00,first_time,Female,1,complete_beginner,same_gender,lean_down,level_3,1,Muscle Masters,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Roxas,Roxas City,NULL,1,0,NULL
268,1438,4,Female,2023-05-01 0:00:00,2023-05-01 0:00:00,returning_s7,Female,1,intermediate,no_preference,get_bigger,level_3,1,Agility Aces,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,General Santos,General Santos City,NULL,0,0,NULL
269,1424,4,Female,2024-11-04 0:00:00,2024-11-04 0:00:00,returning_s7,Female,1,advanced,same_gender,lean_down,level_1,0,NULL,NULL,Philippines,Iligan,Iligan City,NULL,1,0,NULL
270,1323,4,Male,2024-12-01 0:00:00,2024-12-01 0:00:00,first_time,Female,0,advanced,no_preference,get_bigger,level_1,1,Dynamic Duo,"[""buddy1@email.com"",""buddy2@email.com""]",United Kingdom,NULL,London,England,0,1,Coach Maria Santos
271,1439,4,LGBTQ+,2023-11-19 0:00:00,2023-11-19 0:00:00,first_time,Male,0,advanced,no_preference,lean_down,level_1,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",Croatia,NULL,Split,Split-Dalmatia,1,0,NULL
272,1344,4,Female,2023-10-03 0:00:00,2023-10-03 0:00:00,returning_other,Male,1,intermediate,no_preference,not_sure,level_3,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Iloilo,Passi City,NULL,1,1,Coach David Thompson
273,1444,4,LGBTQ+,2023-01-03 0:00:00,2023-01-03 0:00:00,returning_s7,Male,1,beginner,same_gender,get_bigger,level_2,1,Muscle Masters,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Palawan,El Nido,NULL,0,1,Coach Michelle Wong
274,1395,4,Male,2024-07-28 0:00:00,2024-07-28 0:00:00,returning_other,Male,1,complete_beginner,same_gender,not_sure,level_1,0,NULL,NULL,Philippines,Davao del Sur,Digos City,NULL,1,1,Coach Michael Chen
275,1447,4,Male,2024-05-17 0:00:00,2024-05-17 0:00:00,first_time,Male,0,intermediate,same_gender,lean_down,level_3,0,NULL,NULL,Cyprus,NULL,Limassol,Limassol,1,0,NULL
276,1447,4,LGBTQ+,2023-10-07 0:00:00,2023-10-07 0:00:00,first_time,Male,1,beginner,same_gender,not_sure,level_2,0,NULL,NULL,Philippines,Leyte,Tacloban City,NULL,0,1,Coach Lim Wei Ming
277,1308,4,Male,2024-09-10 0:00:00,2024-09-10 0:00:00,returning_other,Male,1,intermediate,same_gender,lean_down,level_1,0,NULL,NULL,Philippines,Metro Manila,Pasig,NULL,0,1,Coach James Garcia
278,554,4,Male,2023-11-18 0:00:00,2023-11-18 0:00:00,returning_s7,Female,1,advanced,no_preference,get_bigger,level_3,0,NULL,NULL,Philippines,Metro Manila,Makati,NULL,0,1,Coach Emily Davis
279,798,4,Male,2023-07-17 0:00:00,2023-07-17 0:00:00,first_time,Female,1,beginner,no_preference,lean_down,level_1,1,Core Crushers,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Naga,Naga City,NULL,0,1,Coach James Garcia
280,1418,4,LGBTQ+,2024-02-12 0:00:00,2024-02-12 0:00:00,returning_other,Female,0,beginner,same_gender,lean_down,level_3,1,Recovery Rangers,"[""buddy1@email.com"",""buddy2@email.com""]",Australia,NULL,Sydney,New South Wales,1,1,Coach Juan Dela Cruz
281,1314,4,Female,2023-08-26 0:00:00,2023-08-26 0:00:00,first_time,Male,1,advanced,no_preference,not_sure,level_3,0,NULL,NULL,Philippines,Iligan,Iligan City,NULL,1,0,NULL
282,1258,4,Male,2023-04-11 0:00:00,2023-04-11 0:00:00,first_time,Male,1,advanced,same_gender,lean_down,level_2,0,NULL,NULL,Philippines,Iloilo,Passi City,NULL,0,0,NULL
283,1350,4,LGBTQ+,2024-04-20 0:00:00,2024-04-20 0:00:00,returning_other,Male,1,complete_beginner,same_gender,get_bigger,level_3,0,NULL,NULL,Philippines,Butuan,Butuan City,NULL,0,1,Coach Amanda Lee
284,1452,4,Female,2023-12-24 0:00:00,2023-12-24 0:00:00,returning_other,Female,0,beginner,no_preference,lean_down,level_3,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",Bolivia,NULL,Santa Cruz,Santa Cruz,0,1,Coach Maria Santos
285,1270,4,Female,2024-05-11 0:00:00,2024-05-11 0:00:00,returning_s7,Male,1,intermediate,same_gender,not_sure,level_2,1,Elite Force,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Metro Manila,Caloocan,NULL,1,0,NULL
286,928,4,Female,2023-05-24 0:00:00,2023-05-24 0:00:00,returning_other,Female,1,advanced,no_preference,not_sure,level_1,1,Nutrition Ninjas,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Iloilo,Passi City,NULL,0,1,Coach Michael Chen
287,1262,4,Female,2024-12-14 0:00:00,2024-12-14 0:00:00,returning_s7,Male,0,complete_beginner,no_preference,lean_down,level_3,0,NULL,NULL,Thailand,NULL,Bangkok,Bangkok,0,1,Coach Tom Anderson
288,1120,4,Female,2024-07-11 0:00:00,2024-07-11 0:00:00,returning_s7,Male,0,intermediate,same_gender,not_sure,level_1,1,Flexibility First,"[""buddy1@email.com"",""buddy2@email.com""]",Malta,NULL,Valletta,Valletta,0,1,Coach Sarah Johnson
289,1456,4,LGBTQ+,2024-09-23 0:00:00,2024-09-23 0:00:00,returning_s7,Female,1,intermediate,no_preference,lean_down,level_2,1,Cardio Kings,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Batangas,Tanauan City,NULL,1,0,NULL
290,1450,4,Male,2024-01-03 0:00:00,2024-01-03 0:00:00,returning_other,Male,0,intermediate,same_gender,get_bigger,level_1,1,Fitness Fusion,"[""buddy1@email.com"",""buddy2@email.com""]",Malta,NULL,Sliema,Sliema,0,1,Coach Jennifer Wilson
291,1458,4,LGBTQ+,2023-04-16 0:00:00,2023-04-16 0:00:00,returning_s7,Male,0,intermediate,same_gender,lean_down,level_3,1,Recovery Rangers,"[""buddy1@email.com"",""buddy2@email.com""]",Latvia,NULL,Daugavpils,Daugavpils,0,0,NULL
292,1459,4,Female,2024-01-14 0:00:00,2024-01-14 0:00:00,returning_other,Female,0,complete_beginner,no_preference,not_sure,level_1,0,NULL,NULL,United States,NULL,Miami,Florida,1,0,NULL
293,1343,4,LGBTQ+,2024-12-25 0:00:00,2024-12-25 0:00:00,returning_other,Female,1,advanced,same_gender,lean_down,level_2,0,NULL,NULL,Philippines,Dumaguete,Dumaguete City,NULL,1,1,Coach Carlos Silva
294,1157,4,Male,2023-11-18 0:00:00,2023-11-18 0:00:00,first_time,Female,0,intermediate,no_preference,not_sure,level_1,1,Flexibility First,"[""buddy1@email.com"",""buddy2@email.com""]",United States,NULL,Houston,Texas,1,0,NULL
295,1173,4,LGBTQ+,2023-05-10 0:00:00,2023-05-10 0:00:00,returning_other,Male,0,beginner,same_gender,lean_down,level_3,1,Recovery Rangers,"[""buddy1@email.com"",""buddy2@email.com""]",Czech Republic,NULL,Brno,South Moravian,1,0,NULL
296,1397,4,Female,2023-09-27 0:00:00,2023-09-27 0:00:00,returning_other,Female,1,advanced,same_gender,lean_down,level_2,0,NULL,NULL,Philippines,Negros Occidental,Bacolod City,NULL,1,0,NULL
297,1451,4,LGBTQ+,2024-05-30 0:00:00,2024-05-30 0:00:00,returning_other,Male,1,complete_beginner,same_gender,get_bigger,level_2,0,NULL,NULL,Philippines,Metro Manila,Parañaque,NULL,1,0,NULL
298,1460,4,Male,2023-04-26 0:00:00,2023-04-26 0:00:00,returning_other,Female,1,intermediate,no_preference,not_sure,level_3,0,NULL,NULL,Philippines,Legazpi,Legazpi City,NULL,0,1,Coach James Garcia
299,1463,4,Male,2024-02-02 0:00:00,2024-02-02 0:00:00,returning_other,Male,0,advanced,no_preference,not_sure,level_3,0,NULL,NULL,United States,NULL,Miami,Florida,1,1,Coach Juan Dela Cruz
300,1094,4,Female,2024-11-17 0:00:00,2024-11-17 0:00:00,first_time,Male,0,intermediate,no_preference,not_sure,level_1,1,Thunder Warriors,"[""buddy1@email.com"",""buddy2@email.com""]",Canada,NULL,Toronto,Ontario,0,0,NULL
301,1464,4,Male,2023-05-14 0:00:00,2023-05-14 0:00:00,returning_other,Male,0,complete_beginner,same_gender,not_sure,level_1,0,NULL,NULL,Hungary,NULL,Budapest,Budapest,0,1,Coach Michael Chen
302,1455,4,Male,2023-03-16 0:00:00,2023-03-16 0:00:00,returning_s7,Female,1,advanced,no_preference,get_bigger,level_1,1,Strength Syndicate,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Batangas,Batangas City,NULL,1,0,NULL
303,1461,4,LGBTQ+,2024-03-19 0:00:00,2024-03-19 0:00:00,first_time,Male,0,beginner,no_preference,get_bigger,level_1,0,NULL,NULL,Philippines,Metro Manila,Quezon City,NULL,0,1,Coach Emily Davis
304,1468,4,Male,2024-10-18 0:00:00,2024-10-18 0:00:00,returning_s7,Male,1,advanced,no_preference,not_sure,level_1,1,Fitness Fusion,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Metro Manila,Manila,NULL,0,1,Coach Sarah Johnson
305,1467,4,LGBTQ+,2023-12-30 0:00:00,2023-12-30 0:00:00,returning_s7,Male,0,beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Indonesia,NULL,Jakarta,Jakarta,0,1,Coach Chris Martinez
306,1469,4,LGBTQ+,2023-04-26 0:00:00,2023-04-26 0:00:00,first_time,Male,0,advanced,no_preference,lean_down,level_3,0,NULL,NULL,Italy,NULL,Rome,Lazio,1,1,Coach Amanda Lee
307,909,4,LGBTQ+,2023-11-20 0:00:00,2023-11-20 0:00:00,first_time,Male,0,beginner,no_preference,not_sure,level_1,1,Dynamic Duo,"[""buddy1@email.com"",""buddy2@email.com""]",Australia,NULL,Sydney,New South Wales,1,1,Coach Juan Dela Cruz
308,979,4,Male,2023-10-14 0:00:00,2023-10-14 0:00:00,first_time,Male,1,beginner,no_preference,lean_down,level_1,1,Health Heroes,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Iloilo,Iloilo City,NULL,0,1,Coach James Garcia
309,1470,4,LGBTQ+,2024-09-21 0:00:00,2024-09-21 0:00:00,first_time,Male,1,complete_beginner,no_preference,lean_down,level_1,1,Endurance Elite,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Metro Manila,Valenzuela,NULL,0,0,NULL
310,1283,4,LGBTQ+,2023-10-10 0:00:00,2023-10-10 0:00:00,returning_s7,Female,0,complete_beginner,no_preference,lean_down,level_2,0,NULL,NULL,Malaysia,NULL,George Town,Penang,0,0,NULL
311,1473,4,Male,2023-05-09 0:00:00,2023-05-09 0:00:00,first_time,Female,0,advanced,same_gender,lean_down,level_1,0,NULL,NULL,Italy,NULL,Rome,Lazio,0,1,Coach Juan Dela Cruz
312,1474,4,Male,2024-11-04 0:00:00,2024-11-04 0:00:00,first_time,Male,1,complete_beginner,no_preference,not_sure,level_2,1,Balance Builders,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Zamboanga del Sur,Dipolog City,NULL,0,0,NULL
313,1475,4,LGBTQ+,2023-06-24 0:00:00,2023-06-24 0:00:00,returning_other,Female,1,beginner,same_gender,lean_down,level_3,1,Dynamic Duo,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Zamboanga del Sur,Dipolog City,NULL,0,1,Coach Tom Anderson
314,1478,4,LGBTQ+,2023-02-28 0:00:00,2023-02-28 0:00:00,returning_s7,Female,0,beginner,no_preference,lean_down,level_1,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",China,NULL,Beijing,Beijing,1,1,Coach Lim Wei Ming
315,1477,4,LGBTQ+,2024-10-10 0:00:00,2024-10-10 0:00:00,returning_s7,Female,0,advanced,no_preference,lean_down,level_3,0,NULL,NULL,Argentina,NULL,Córdoba,Córdoba,1,1,Coach Alex Johnson
316,1040,4,Male,2023-03-18 0:00:00,2023-03-18 0:00:00,first_time,Female,0,complete_beginner,no_preference,get_bigger,level_1,0,NULL,NULL,Argentina,NULL,Córdoba,Córdoba,0,1,Coach Pedro Reyes
317,1433,4,LGBTQ+,2024-02-15 0:00:00,2024-02-15 0:00:00,first_time,Female,1,intermediate,same_gender,get_bigger,level_3,0,NULL,NULL,Philippines,Naga,Naga City,NULL,0,0,NULL
318,1457,4,Female,2024-06-01 0:00:00,2024-06-01 0:00:00,returning_other,Female,0,beginner,same_gender,lean_down,level_1,0,NULL,NULL,Luxembourg,NULL,Esch-sur-Alzette,Esch-sur-Alzette,1,1,Coach Daniel Park
319,1421,4,LGBTQ+,2023-11-09 0:00:00,2023-11-09 0:00:00,first_time,Male,1,complete_beginner,no_preference,get_bigger,level_1,1,Muscle Masters,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Cagayan de Oro,Cagayan de Oro City,NULL,1,0,NULL
320,1040,4,LGBTQ+,2024-07-15 0:00:00,2024-07-15 0:00:00,returning_s7,Female,0,intermediate,no_preference,not_sure,level_1,0,NULL,NULL,Poland,NULL,Warsaw,Masovia,1,0,NULL
321,1481,4,Female,2024-06-27 0:00:00,2024-06-27 0:00:00,returning_other,Female,1,complete_beginner,same_gender,not_sure,level_3,0,NULL,NULL,Philippines,Negros Occidental,Bacolod City,NULL,1,1,Coach Jennifer Wilson
322,1376,4,LGBTQ+,2023-10-11 0:00:00,2023-10-11 0:00:00,first_time,Male,0,beginner,no_preference,not_sure,level_1,0,NULL,NULL,Philippines,Metro Manila,Manila,NULL,1,0,NULL
323,1482,4,Male,2023-07-18 0:00:00,2023-07-18 0:00:00,returning_s7,Female,0,intermediate,no_preference,not_sure,level_3,0,NULL,NULL,Cyprus,NULL,Limassol,Limassol,1,1,Coach Tom Anderson
324,1484,4,Male,2023-04-18 0:00:00,2023-04-18 0:00:00,first_time,Male,0,beginner,same_gender,not_sure,level_1,0,NULL,NULL,United Kingdom,NULL,London,England,0,1,Coach Alex Johnson
325,1483,4,Male,2023-05-16 0:00:00,2023-05-16 0:00:00,returning_other,Male,1,beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Philippines,Negros Occidental,Silay City,NULL,1,1,Coach Maria Santos
326,1485,4,Male,2024-09-29 0:00:00,2024-09-29 0:00:00,returning_s7,Female,1,advanced,same_gender,not_sure,level_3,1,Peak Performers,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Sorsogon,Sorsogon City,NULL,1,1,Coach James Garcia
327,1471,4,LGBTQ+,2024-12-26 0:00:00,2024-12-26 0:00:00,returning_s7,Male,1,complete_beginner,same_gender,get_bigger,level_2,0,NULL,NULL,Philippines,Lucena,Lucena City,NULL,0,1,Coach Robert Kim
328,1390,4,Female,2023-05-02 0:00:00,2023-05-02 0:00:00,first_time,Male,0,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,South Korea,NULL,Busan,Busan,0,0,NULL
329,1392,4,Male,2023-12-08 0:00:00,2023-12-08 0:00:00,returning_s7,Female,0,complete_beginner,no_preference,lean_down,level_3,0,NULL,NULL,Germany,NULL,Munich,Bavaria,1,0,NULL
330,1472,4,Female,2023-05-13 0:00:00,2023-05-13 0:00:00,returning_s7,Male,0,beginner,same_gender,not_sure,level_3,0,NULL,NULL,Spain,NULL,Madrid,Madrid,1,1,Coach Maria Santos
331,1486,4,Male,2023-07-23 0:00:00,2023-07-23 0:00:00,first_time,Female,0,advanced,no_preference,get_bigger,level_2,1,Muscle Masters,"[""buddy1@email.com"",""buddy2@email.com""]",United Kingdom,NULL,Edinburgh,Scotland,0,1,Coach James Garcia
332,350,4,Female,2024-06-27 0:00:00,2024-06-27 0:00:00,returning_s7,Female,0,intermediate,no_preference,get_bigger,level_3,0,NULL,NULL,United Kingdom,NULL,Edinburgh,Scotland,1,0,NULL
333,1479,4,Female,2024-06-13 0:00:00,2024-06-13 0:00:00,returning_other,Male,1,complete_beginner,no_preference,get_bigger,level_3,0,NULL,NULL,Philippines,Batangas,Batangas City,NULL,1,1,Coach James Garcia
334,1156,4,LGBTQ+,2023-07-24 0:00:00,2023-07-24 0:00:00,returning_other,Male,0,complete_beginner,same_gender,not_sure,level_1,0,NULL,NULL,Vietnam,NULL,Ho Chi Minh City,Ho Chi Minh City,0,0,NULL
335,886,4,Male,2024-09-16 0:00:00,2024-09-16 0:00:00,first_time,Female,1,advanced,no_preference,not_sure,level_3,1,Thunder Warriors,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Cebu,Cebu City,NULL,1,0,NULL
336,1488,4,Male,2023-10-26 0:00:00,2023-10-26 0:00:00,returning_s7,Female,0,advanced,same_gender,get_bigger,level_3,0,NULL,NULL,Brazil,NULL,Rio de Janeiro,Rio de Janeiro,0,1,Coach Tom Anderson
337,1489,4,Female,2023-10-24 0:00:00,2023-10-24 0:00:00,first_time,Female,0,complete_beginner,same_gender,get_bigger,level_1,0,NULL,NULL,Canada,NULL,Vancouver,British Columbia,0,0,NULL
338,1407,4,Male,2023-01-04 0:00:00,2023-01-04 0:00:00,returning_s7,Female,0,advanced,same_gender,not_sure,level_3,0,NULL,NULL,Ecuador,NULL,Quito,Pichincha,1,0,NULL
339,1167,4,Male,2023-05-26 0:00:00,2023-05-26 0:00:00,returning_s7,Female,0,intermediate,no_preference,get_bigger,level_3,1,Health Heroes,"[""buddy1@email.com"",""buddy2@email.com""]",Iceland,NULL,Akureyri,Akureyri,0,0,NULL
340,1109,4,Male,2023-04-24 0:00:00,2023-04-24 0:00:00,first_time,Male,0,advanced,no_preference,get_bigger,level_3,0,NULL,NULL,Finland,NULL,Tampere,Pirkanmaa,1,1,Coach Rachel Green
341,1366,4,Female,2024-06-06 0:00:00,2024-06-06 0:00:00,returning_other,Male,0,intermediate,same_gender,not_sure,level_2,1,Core Crushers,"[""buddy1@email.com"",""buddy2@email.com""]",Indonesia,NULL,Surabaya,Surabaya,0,1,Coach Chris Martinez
342,1476,4,Female,2023-01-21 0:00:00,2023-01-21 0:00:00,first_time,Female,0,complete_beginner,no_preference,not_sure,level_2,0,NULL,NULL,Indonesia,NULL,Jakarta,Jakarta,1,1,Coach Lim Wei Ming
343,1494,4,LGBTQ+,2023-03-18 0:00:00,2023-03-18 0:00:00,returning_other,Male,0,beginner,no_preference,get_bigger,level_2,0,NULL,NULL,Mexico,NULL,Guadalajara,Jalisco,0,1,Coach Amanda Lee
344,1493,4,Male,2023-01-27 0:00:00,2023-01-27 0:00:00,returning_s7,Male,0,advanced,no_preference,lean_down,level_2,1,Nutrition Ninjas,"[""buddy1@email.com"",""buddy2@email.com""]",Estonia,NULL,Tallinn,Harju,1,1,Coach Tom Anderson
345,1201,4,LGBTQ+,2023-10-10 0:00:00,2023-10-10 0:00:00,first_time,Female,1,intermediate,no_preference,get_bigger,level_3,1,Phoenix Squad,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Pampanga,San Fernando City,NULL,1,1,Coach Chris Martinez
346,1118,4,Female,2024-10-15 0:00:00,2024-10-15 0:00:00,first_time,Female,1,complete_beginner,no_preference,get_bigger,level_3,1,Nutrition Ninjas,"[""buddy1@email.com"",""buddy2@email.com""]",Philippines,Metro Manila,Valenzuela,NULL,1,0,NULL
347,1495,4,LGBTQ+,2024-05-31 0:00:00,2024-05-31 0:00:00,returning_s7,Female,0,advanced,no_preference,lean_down,level_1,1,Fitness Fusion,"[""buddy1@email.com"",""buddy2@email.com""]",Ireland,NULL,Dublin,Dublin,0,1,Coach Tom Anderson
348,1490,4,LGBTQ+,2024-01-28 0:00:00,2024-01-28 0:00:00,returning_s7,Male,0,advanced,no_preference,lean_down,level_1,0,NULL,NULL,China,NULL,Shanghai,Shanghai,1,1,Coach Maria Santos
349,1499,4,Male,2023-12-17 0:00:00,2023-12-17 0:00:00,returning_s7,Male,0,intermediate,same_gender,get_bigger,level_3,0,NULL,NULL,United States,NULL,Los Angeles,California,0,0,NULL
